0.06711587	-0.008218052	0.020902634	0.030719494	0.017557409	0.0011001374	0.013292447	-0.15653874	-0.005587404	0.035340603	-0.029827904	0.11563319	0.04588476	-0.045341894	0.072597176	-0.019923633
0.08914822	0.046478808	0.0094797015	-0.004588909	0.030494222	-0.024997525	0.016907709	-0.1506486	-0.008572137	0.05332839	-0.10962659	0.10286368	-0.019911675	-0.09499446	0.061484247	-0.027171083
0.13646047	0.06578645	-0.034012437	0.03617049	-0.009515847	-0.09902592	0.062499493	-0.1373432	0.047523685	0.03502508	-0.086330764	0.068319544	-0.05301784	-0.0578791	0.10438895	0.00062556285
0.12925059	-0.020696662	-0.022870911	0.04200634	0.02816116	-0.07766996	-0.005816174	-0.12632678	0.0104648825	0.027615327	-0.17535034	0.08731424	0.013861688	-0.1047543	0.0526504	0.007781711
0.14839245	-0.0567789	-0.027696246	-0.004932582	-0.03877996	-0.020916006	0.055687953	-0.10494059	-0.023292594	0.0012891357	-0.06773906	0.04932332	0.025241844	-0.05059866	0.05596134	-0.011878426
0.084147096	0.07464906	-0.01711704	-0.0059518195	0.029587822	0.029819159	-0.0145593695	-0.08530731	0.047470625	-0.017458322	-0.12432184	0.09373404	0.028816205	-0.12317256	0.07403925	-0.021777814
0.1401569	0.02504827	-0.04648153	0.023546638	0.0420327	-0.086280905	0.027449029	-0.20374362	0.03215976	-0.010691532	-0.063117765	0.09669033	-0.015265464	-0.08042892	0.1061571	-0.026520338
0.048972674	0.038924858	0.0044225766	-0.030475017	-0.035936166	-0.041029233	-0.016427705	-0.07648746	0.042808905	-0.008391486	-0.11707555	0.10167079	-0.03594214	-0.06907324	0.0053106686	-0.008210089
0.08688369	0.05203214	-0.038790274	0.029565664	-0.014604013	0.0068333754	0.018793557	-0.12066889	0.029624594	-0.020803252	-0.14322002	0.0797754	0.032973368	-0.07890035	0.15029411	-0.020872073
0.07551403	0.04359296	-0.06565143	0.05257596	0.06776004	-0.0018353652	0.02203974	-0.05870158	-0.01673205	0.061184976	-0.04469035	0.047373958	-0.013293097	-0.03877802	0.063526675	-0.02347805
0.123618275	-0.03685151	0.014669528	0.064294934	0.015195905	0.027435014	0.010472974	-0.07160419	0.0308827	0.13052155	0.012388004	0.016275575	0.04057418	-0.029002894	0.072218165	0.008037272
0.13263409	-0.009885461	0.0023000266	0.08033637	0.013237584	0.026181119	-0.04842588	-0.10779235	-0.0061490955	0.016815238	-0.17178336	0.06346587	0.039704338	-0.030928425	0.055812642	0.018295018
0.025192361	0.026614575	-0.02824859	-0.052704595	-0.014684965	-0.015406671	0.043815512	-0.15793562	0.07838244	0.117495336	-0.04637789	0.09993866	0.015787488	-0.09606971	0.056848615	-0.036164124
0.014589622	-0.054679167	0.021245234	0.020862414	-0.04166575	-0.15395774	0.016974062	-0.067743205	0.11743456	-0.019103361	-0.12568665	0.08124052	0.02198861	-0.15068664	0.045067187	-0.035901316
-0.00024153102	0.012585911	-0.05203813	0.017872637	0.011046366	-0.10874854	0.061134085	-0.0744974	0.057531454	-0.032443486	-0.030519249	0.036978144	-0.03899904	0.03949856	0.10329921	-0.009389172
0.06513214	-0.038341563	0.054321345	0.08762713	0.040039342	0.019237673	-0.041537885	-0.061527684	-0.0050763297	-0.01852538	-0.037578203	0.021602685	0.022104044	-0.049147964	0.00053530704	-0.0003790478
0.06821973	-0.0064958357	0.04889745	0.004075866	0.037272073	0.017536929	-0.0019612215	-0.14236881	0.02309912	0.0043634223	-0.0052244705	0.09719521	-0.032190844	-0.08997389	0.07702148	-0.02076897
-0.045346946	-0.061979737	-0.047330122	0.03298769	0.031318735	0.02459543	-0.05775008	-0.05454777	-0.014395784	0.047448326	-0.07966066	0.06495534	0.0018185519	-0.11278549	0.11755303	-0.036255933
0.10629302	-0.057669524	-0.115373455	-0.022571025	-0.0044157268	-0.03719567	0.01551786	-0.06582564	-0.0040559145	0.052920487	-0.048151433	0.027443955	0.038152732	-0.10840538	0.1338397	-0.034162212
